platform,kategori_utama,sub_kategori,judul_listing,harga,durasi_hari,jumlah_bid,skills,url_listing,budget_raw,accepted_budget_raw,durasi_raw,deskripsi,tipe
projects.co.id,Web dan Pemrograman,Data Entry & Mining,Remote dev untuk backend mobile app,3000000,60,47.0,NodeJS,https://projects.co.id/public/browse_projects/view/1d381d/remote-dev-untuk-backend-mobile-app,"Rp 2,000,000 - 4,000,000",,60 hari,"Halo,  Saya sedang membutuhkan backend developer untuk develop aplikasi dari 0 dengan tech stack NodeJs + NestJs. Adapun aplikasi yang di develop core nya attendance, leave, update work progress, loan, payslip. Timeline project ini 1-2 bulan max, jadi dibutuhkan developer yg komitmen.  Scope:  1. Berhubung database sudah ada, palingan adjustment yg diperlukan untuk mobile app. Ajukan ERD yg dibutu",
projects.co.id,Web dan Pemrograman,Data Entry & Mining,Dibutuhkan backend developer,2600000,30,62.0,Laravel Framework,https://projects.co.id/public/browse_projects/view/0b381d/dibutuhkan-backend-developer,"Rp 2,000,000 - 3,200,000",,30 hari,"Dibutuhkan backend developer dengan tech stack Laravel 12/13 menguasai SOLID principle untuk mengerjakan API mobile dimana aplikasi yg di develop HRIS untuk module absensi, event, notification, employee points, cek payslip, kasbon.  Scope nya:     Membuat api yang dibutuhkan untuk mobile. Arsitektur database sudah ada (boleh diskusi untuk revisi).  Endpoint yang dibuat sudah include unit testing &",
projects.co.id,Web dan Pemrograman,Data Entry & Mining,Pembuatan website sekolah,2000000,28,191.0,Wordpress,https://projects.co.id/public/browse_projects/view/fc371d/pembuatan-website-sekolah,"Rp 1,000,000 - 3,000,000",,28 hari,"Tinggal pakai,admin tinggal login dan posting,sudah include domain-hosting Wordpress",
projects.co.id,Web dan Pemrograman,Data Entry & Mining,Pembuatan beberapa halaman DEX berbasis webapp sebagai mockup,750000,1,30.0,Android,https://projects.co.id/public/browse_projects/view/02381d/pembuatan-beberapa-halaman-dex-berbasis-webapp-sebagai-mockup,"Rp 500,000 - 1,000,000",,1 hari,Seperti titel. Perlu di kerjakan dalam sehari  Pembuatan beberapa halaman DEX wallet berbasis webapp sebagai mockup  Perlu bisa di akses layaknya sebagai android app dan akan di buat menyerupai DEX wallet tertentu Android,
projects.co.id,Web dan Pemrograman,Data Entry & Mining,Developed Organization & Job Attributed Fitur (Laravel & SQL Server),750000,7,42.0,"PHP, Laravel Framework, SQL Server, ReactJS",https://projects.co.id/public/browse_projects/view/c3371d/developed-organization-amp-job-attributed-fitur-laravel-amp-sql-server,"Rp 500,000 - 1,000,000",,7 hari,"Untuk pengembangan fitur  Organization & Job Design .  Adapun ruang lingkup pekerjaan meliputi:   Pengembangan  Organization & Job Attribute (Data Master) , mencakup:  Organization  Position  Job Level  Location  Employee Status  Additional Group    Pengembangan backend system menggunakan  PHP Laravel   Pengelolaan database menggunakan  SQL Server   Implementasi UI menggunakan  Metronic Template  ",
projects.co.id,Web dan Pemrograman,Data Entry & Mining,"Pendaftaran & Mengerjakan 1x Tes Kualifikasi Coding Online (Durasi 1,5 Jam)",150000,31,8.0,"Programming, Data Science",https://projects.co.id/public/browse_projects/view/ba371d/pendaftaran-amp-mengerjakan-1x-tes-kualifikasi-coding-online-durasi-15-jam,"Rp 125,000 - 175,000",,31 hari,Halo rekan-rekan freelancer projects.co.id!    Saya membutuhkan jasa 1 orang  Senior Programmer/Coder  berpengalaman untuk melakukan registrasi dan menyelesaikan  1 (satu) buah tes kualifikasi (Assessment Test)  di suatu perusahaan luar negeri. Pendaftaran wajib dilakukan melalui link undangan yang akan saya berikan kepada  worker  terpilih.      1. To do   Pekerjaan ini hanya dilakukan 1x (satu k,
projects.co.id,Web dan Pemrograman,Data Entry & Mining,Pengembangan Website,3000000,30,151.0,"Data Entry, Web Research, Database Programming, Web Programming, Website, Web Design, Website Building, Website Templates, Laravel Framework, Web Scrapping",https://projects.co.id/public/browse_projects/view/49361d/pengembangan-website,"Rp 2,000,000 - 4,000,000",,30 hari,Pekerjaan     Membuat Halaman Homepage Hingga Pembayaran Produk (UI UX Modern & Mobile Friendly)      Integrasi   Terintegrasi Dengan Backend Existing (Inventory Stock)  Terintegrasi Dengan Payment Gateway + Cek Ongkir Otomatis   Fitur Utama    Produk Ready : Bisa lansgung cekout  Produk Preorder : Preorder dari Catalog (Proses 7-15 Hari) Seperti Marketplace Sistem PO  Website harus terintegrasi d,
projects.co.id,Web dan Pemrograman,Data Entry & Mining,Dibutuhkan Frontend Dev,1250000,7,54.0,"ReactJS, VueJS",https://projects.co.id/public/browse_projects/view/27371d/dibutuhkan-frontend-dev,"Rp 1,000,000 - 1,500,000",,7 hari,"Halo,  saya sedang membutuhkan frontend developer yang menguasai tech stack vuejs 3 dan nextjs untuk task optimisation, enhancement dan mengerjakan fitur baru juga. Pekerjaan ini remote dengan scope sbb:  1. Optimisasi, investigasi bottleneck performance API lambat karena apa kemudian refactoring code supaya lbh mudah di maintain dan mengimplementasikan optimisasi dari sisi frontend   2. Melakukan",
projects.co.id,Web dan Pemrograman,Data Entry & Mining,memperbaiki redirect domain,250000,7,48.0,"Web Research, Web Programming, Website, Web Design, Website Building, Website Templates, Web Scrapping",https://projects.co.id/public/browse_projects/view/f7361d/memperbaiki-redirect-domain,"Rp 200,000 - 300,000",,7 hari,saya perlu orang untuk memperbaiki redirect domain dan memindahkan sebagian data web yang masih eror Web ResearchWeb ProgrammingWebsiteWeb DesignWebsite BuildingWebsite TemplatesWeb Scrapping,
projects.co.id,Web dan Pemrograman,Data Entry & Mining,Menaikkan Rating website wordpress dari E ke A pada gtmetrix.com,275000,7,26.0,"Wordpress, Wordpress Templates",https://projects.co.id/public/browse_projects/view/e5361d/menaikkan-rating-website-wordpress-dari-e-ke-a-pada-gtmetrixcom,"Rp 150,000 - 400,000",,7 hari,"bisa menaikkan rating web dari E ke A pada https://gtmetrix.com/ dan mengisi konten secara dengan desain kreatif , isi konten materi bebas  PEKERJAAN DINAYATAKAN SELESAI DONE JIKA RATING WEBSITE saya di GTMETRIX menjadi NILAI A dan masa load website  menjadi maksimal 2 detik WordpressWordpress Templates",
projects.co.id,Web dan Pemrograman,Data Entry & Mining,Python Programmer (Remote),4250000,7,44.0,"Python, Machine Learning, Artificial Intelligence",https://projects.co.id/public/browse_projects/view/9d361d/python-programmer-remote,"Rp 3,500,000 - 5,000,000",,7 hari,"Halo semuanya,  Saat ini kami sedang membutuhkan  Python Programmer (Remote)  untuk bergabung dalam tim kami secara remote. Posisi ini cocok untuk Anda yang ingin bekerja dengan jam kerja fleksibel namun tetap produktif.      Detail Pekerjaan:   Waktu kerja: 40 jam per minggu (8 jam/hari, Senin–Jumat, jam fleksibel) Tipe kerja: Remote (bisa dari mana saja)      Lingkup Kerja:      Mengembangkan da",
projects.co.id,Web dan Pemrograman,Data Entry & Mining,Remote backend developer,1150000,7,66.0,"Laravel Framework, VueJS",https://projects.co.id/public/browse_projects/view/6d361d/remote-backend-developer,"Rp 800,000 - 1,500,000",,7 hari,"Halo,  saya sedang membutuhkan backend developer yang menguasai tech stack Laravel dan Vuejs 3. Pekerjaan ini akan dibayar bulanan sesuai dengan budget yg tertera. Adapun task yang dikerjakan sbb:  1. Optimisation backend/frontend meliputi API performance, indexing, query, cache, queue, dll.  2. Menguasai SOLID principle untuk backend laravel.   3. Mengerjakan task enhancement ataupun fitur baru, ",
projects.co.id,Web dan Pemrograman,Data Entry & Mining,Business Analyst Support,4500000,7,29.0,"Business Analysis, Business Service",https://projects.co.id/public/browse_projects/view/86351d/business-analyst-support,"Rp 3,000,000 - 6,000,000",,7 hari,Kami memerlukan business analyst support yang bisa membantu pembuatan dokumentasi dan proses analisa kebutuhan pelanggan untuk industri multifinance. Project adalah pengembangan aplikasi CRM untuk mengelola data nasabah. Kami prefer freelance yang bisa onsite di Jakarta selama 2-3 hari dan ada pengalaman untuk implementasi CRM. Kami membutuhkan segera untuk bisa bantu di bulan April. Nantinya akan,
projects.co.id,Web dan Pemrograman,Data Entry & Mining,Membuat plugin PPOB,875000,30,19.0,".NET Framework, Phyton",https://projects.co.id/public/browse_projects/view/80351d/membuat-plugin-ppob,"Rp 750,000 - 1,000,000",,30 hari,Saya membutuhkan freelance yang bisa membantu saya untuk membuatkan plugin PPOB yang terhubung ke rajabiller / server pulsa otomax   Silahkan bergabung dalam project ini hanya bagi yang sudah berpengalaman saja   Info lebih lanjut via wa sertakan no wa kalian buat komunikasi lebih mudah .NET FrameworkPhyton,
projects.co.id,Web dan Pemrograman,Data Entry & Mining,Dibutuhkan NextJs developer,500000,7,78.0,ReactJS,https://projects.co.id/public/browse_projects/view/6e351d/dibutuhkan-nextjs-developer,"Rp 400,000 - 600,000",,7 hari,"Halo,  saya sedang membutuhkan nextjs developer untuk frontend dengan scope sbb:   1. Melakukan fixing design template dimana ada yg belum diimplemen dan kurang sesuai seperti warna, butuh di adjust.   2, Membuatkan design compro modern tapi simple nextjs include ada list job nya sama bs upload cv (tidak perlu register, login) ReactJS",
projects.co.id,Web dan Pemrograman,Game Programming,Bikin excel buat nota ada tanggal dan no urut,125000,2,125.0,Microsoft Excel,https://projects.co.id/public/browse_projects/view/b5391d/bikin-excel-buat-nota-ada-tanggal-dan-no-urut,"Rp 100,001 - 150,000",,2 hari,halo semua freelancer saya ada project buat bikin excel sederhana untuk nota toko syarat nya harus bisa otomatis ada tanggal hari itu  tapi tidak perlu jam hanya tanggal dan juga no urut 4 digit misal 0001 awal nya ukurannya A4 di bagi 2 yg atas tidak perlu ada tulisan copy yg bawah nya baru ada tulisan copy maksudnya itu copy an yg atas nya Microsoft Excel,
projects.co.id,Web dan Pemrograman,Game Programming,Instalasi Windows Server 2022 & Domain Controller Active Directory,750000,7,13.0,"Windows, Windows Server, ActiveDirectory",https://projects.co.id/public/browse_projects/view/2e391d/instalasi-windows-server-2022-amp-domain-controller-active-directory,"Rp 500,000 - 1,000,000",,7 hari,Dibutuhkan Freelancer pembuatan domain controller active directory menggunakan windows server 2022 dari awal instalasi sampai implementasi ke komputer dan laptop user WindowsWindows ServerActiveDirectory,
projects.co.id,Web dan Pemrograman,Game Programming,Di cari dokumen BRD untuk project contrak menegemen system,3000000,10,18.0,"PostgreSQL, Golang, VueJS",https://projects.co.id/public/browse_projects/view/78371d/di-cari-dokumen-brd-untuk-project-contrak-menegemen-system,"Rp 1,000,000 - 5,000,000",,10 hari,Saat ini kami membutuhkan dokumen lengkap untuk pengembangan aplikasi Contract Management System (CMS) atau aplikasi yang siap dan tinggal pakai sehingga tidak perlu pengembangan kembali atau yang siap untuk langsung dikembangkan oleh tim developer. Adapun kebutuhan kami meliputi: Business Requirement Document (BRD) System Requirement / Functional Requirement Alur workflow kontrak (end-to-end) Str,
projects.co.id,Web dan Pemrograman,Game Programming,report urgent,250000,7,17.0,"Administrative Support, Microsoft PowerPoint, Microsoft Word, Microsoft Excel",https://projects.co.id/public/browse_projects/view/77351d/report-urgent,"Rp 200,000 - 300,000",,7 hari,"Membantu buat report. Sekitar tebet/kasablanka. Mahir word, excel, dan ppt.  Hrs ktemu di tempat kopi. Waktu minimal 1jam. Administrative SupportMicrosoft PowerPointMicrosoft WordMicrosoft Excel",
projects.co.id,Web dan Pemrograman,Game Programming,Setting Margin Default pada xprinter,150000,3,12.0,"Firmware Programming, Windows Programming",https://projects.co.id/public/browse_projects/view/f3341d/setting-margin-default-pada-xprinter,"Rp 100,001 - 200,000",,3 hari,"Ada tambahan watermark pada setting an printer xprinter, sehingga pada hasil cetakan tumpuk dengan watermark.      Setingan sesuai contoh gambar yang bawah itu yang diinginkan dengan margin bottom 4mm,    Namun setiap ngeprint harus selalu setting margin 4mm,       Tolong settingkan agar hasil cetakan tidak menumpuk Antara print out dengan watermark  dengan margin tersebut sebagai default, jadi se",
projects.co.id,Grafis & Desain,Layout Logo Graphic,Rebranding & Desain Logo Baru untuk Portal Berita Sepak Bola (sbh.co.id),300000,7,28.0,Logo Design,https://projects.co.id/public/browse_projects/view/2d3a1d/rebranding-amp-desain-logo-baru-untuk-portal-berita-sepak-bola-sbhcoid,"Rp 100,000 - 500,000",,7 hari,"Kami mencari desainer logo berbakat untuk menciptakan identitas visual baru bagi   sbh.co.id  , sebuah portal berita yang berfokus pada dunia sepak bola. Kami menginginkan logo yang modern, dinamis, dan memiliki karakter kuat yang merepresentasikan semangat olahraga.  ​ Kebutuhan Desain:   
 ​ Karakter:  Sporty, profesional, berenergi, dan  memorable . 
 ​ Penggunaan:  Logo harus terlihat bagus di",
projects.co.id,Grafis & Desain,Layout Logo Graphic,Pembuatan Ebook Menggunakan Canva,210000,4,89.0,"ebook, Canva",https://projects.co.id/public/browse_projects/view/b8391d/pembuatan-ebook-menggunakan-canva,"Rp 195,000 - 225,000",,4 hari,"Saya butuh jasa untuk membuat ebook menggunakan Canva sudah cukup.  Saya sudah ada draft ebook nya dalam bentuk Word, Anda tinggal tuang semua tulisan di Word itu ke dalam desain yang Anda buat di Canva. Jadi sebuah ebook dengan desain yang bagus.  Jadi tugas Anda hanya cari template yang pas di canva dan copy paste tulisan2 saya sehingga ebooknya jadi dan bagus (ebook jadi dan sudah terdesain).  ",
projects.co.id,Grafis & Desain,Layout Logo Graphic,Master Naskah Quran,8500000,90,14.0,"Microsoft Office Publisher, Arabian, Adobe Indesign",https://projects.co.id/public/browse_projects/view/58391d/master-naskah-quran,"Rp 7,000,000 - 10,000,000",,90 hari,"Kami membuka kesempatan untuk membuat  Master Naskah Qur’an  untuk pengerjaan:  
 
Qur’an Original (Arab saja)
 
 
Qur’an Terjemahan
 
 
Format Mushaf Utsmani 15 Baris
 
  Kualifikasi:  
 
Memahami penulisan Mushaf Utsmani
 
 
Teliti dan detail terhadap harakat, tanda baca, waqaf, dan layout ayat
 
 
Berpengalaman dalam editing/layout naskah Al-Qur’an menjadi nilai plus
 
 
Mampu menggunakan softw",
projects.co.id,Grafis & Desain,Layout Logo Graphic,Brand & Packaging Designer (Healthy Food Brand),1500000,30,28.0,"Graphic Design, Logo Design",https://projects.co.id/public/browse_projects/view/3e381d/brand-amp-packaging-designer-healthy-food-brand,"Rp 1,000,000 - 2,000,000",,30 hari,"Deskripsi Pekerjaan  Tentang Brand Kami  Purely Made adalah brand makanan sehat premium yang akan launching Juli 2026. Estetika brand kami terinspirasi dari Aesop dan apothecary tradisional — tenang, premium, considered. Bukan brand yang loud atau cartoonish.  Brand colors: Espresso (#3E2E1E), Cocoa (#5A4A3A), Tobacco (#8B6B3A), Foil Gold (#D4A574), Cream (#F7F3E9), Sage (#9CAF88).  Tone: Minimal,",
projects.co.id,Grafis & Desain,Layout Logo Graphic,Pembuatan Desain Packaging Pasta Gigi (Tube dan Box),375000,3,103.0,Graphic Design,https://projects.co.id/public/browse_projects/view/9b331d/pembuatan-desain-packaging-pasta-gigi-tube-dan-box,"Rp 250,000 - 500,000",,3 hari,hi saya lagi cari yang bisa bantu desain packaging pasta gigi (tube dan box)  jadi ada 2 tipe. 1 tipe nya (1 tube dan 1 box). jadi total desain 2 tube dan 2 box  untuk yang bisa ajukan portfolio dan no wa nya ya   saya hubungi  thx Graphic Design,
projects.co.id,Grafis & Desain,Layout Logo Graphic,Membuat tema untuk profile di website profilix.id,3000000,30,42.0,NodeJS,https://projects.co.id/public/browse_projects/view/81321d/membuat-tema-untuk-profile-di-website-profilixid,"Rp 3,000,000 - 3,000,000",,30 hari,"Kami sedang mencari pembuat tema (developer) untuk mengerjakan pembuatan 100 tema di platform  Profilix .   Profilix  adalah platform yang memudahkan pembuatan website portofolio bisa membuat portfolio cepat tanpa perlu skill coding, dengan sistem yang sudah disiapkan sehingga user tinggal memilih tema dan mengisi konten.     Tema yang dibuat akan digunakan untuk website portofolio, sehingga perlu",
projects.co.id,Grafis & Desain,Layout Logo Graphic,Pembuatan Undangan Pernikahan Menggunakan CorelDraw,150000,7,69.0,CorelDRAW,https://projects.co.id/public/browse_projects/view/42321d/pembuatan-undangan-pernikahan-menggunakan-coreldraw,"Rp 100,000 - 200,000",,7 hari,"Halo, saya sedang mencari designer untuk membantu pembuatan  desain undangan pernikahan menggunakan CorelDRAW .  Detail project:   Konsep, ukuran, warna, dan referensi design akan saya sediakan  Designer hanya perlu mengeksekusi design sesuai brief  Hasil akhir harus rapi, siap cetak, dan sesuai dengan referensi yang diberikan   Kebutuhan:   Menggunakan  CorelDRAW   Memahami layout undangan (depan",
projects.co.id,Grafis & Desain,Layout Logo Graphic,Bikin 1 Poster dan 1 Video,150000,7,193.0,"Design Arts, Video Production",https://projects.co.id/public/browse_projects/view/64281d/bikin-1-poster-dan-1-video,"Rp 100,001 - 200,000",,7 hari,Halo Kak  Kami sedang mencari editor untuk membikin poster dan video tentang konser  Terima kasih Design ArtsVideo Production,
projects.co.id,Pemasaran & Periklanan,Internet Marketing,Worker Untuk Video Animasi Topik Saham,400000,7,12.0,"Animation, 3D Animation, Video Animation",https://projects.co.id/public/browse_projects/view/22391d/worker-untuk-video-animasi-topik-saham,"Rp 300,000 - 500,000",,7 hari,Saya membutuhkan worker yang mampu membuat video animasi shorts seperti vodeo animasi kurzegazt di youtube dnegan rasio 16:9  Jumlah video 1  Topik storytelling saham  Durasi video kurang dari 3 menit Animation3D AnimationVideo Animation,
projects.co.id,Pemasaran & Periklanan,Internet Marketing,Dibutuhkan Illustrator/3D Artist untuk Aset Gambar Digital Yang Detail & Realistis,250000,3,11.0,"Adobe PhotoShop, Adobe Illustrator, Blender, 3ds Max, 3D Rendering",https://projects.co.id/public/browse_projects/view/29381d/dibutuhkan-illustrator3d-artist-untuk-aset-gambar-digital-yang-detail-amp-realistis,"Rp 150,000 - 350,000",,3 hari,"Kami sedang mengembangkan produk digital yang membutuhkan aset visual berkualitas tinggi, dengan elemen-elemen grafis yang detail, realistis, dan presisi secara visual.  Untuk tahap awal, kami mencari freelancer yang bisa mengerjakan 1–2 aset dulu sebagai test project. Jika hasilnya sesuai, kami terbuka untuk kerja sama jangka panjang.  Skill yang dibutuhkan:  - Adobe Illustrator dan/atau Photosho",
projects.co.id,Pemasaran & Periklanan,Internet Marketing,GAMBAR arsitektur 3D + Gambar Kerja + BOQ (KELAPA GADING),3500000,7,20.0,"Risk Analysis, Architecture, 3D Architecture, SweetHome 3D, 3D Modelling, Unity 3D, 3D Rendering, 3D Render Artlantis, RAB (Rencana Anggaran Biaya)",https://projects.co.id/public/browse_projects/view/c0371d/gambar-arsitektur-3d-gambar-kerja-boq-kelapa-gading,"Rp 2,500,000 - 4,500,000",,7 hari,"Ukuran Bengkel mobil 27m x 46m (Kelapa gading-Jak-ut)  1. TUJUAN DESAIN Membangun bengkel dengan konsep: - Industrial modern - Low cost - Semi permanent - Fokus fungsi, alur kerja efisien, rapi, dan mudah dibangun - Desain harus realistis & buildable, bukan sekadar cantik > Bangunan akan digunakan jangka 15th, jadi harus kuat secara fungsi, walau hemat biaya.   2. DATA UMUM BANGUNAN - Lokasi: Kela",
projects.co.id,Pemasaran & Periklanan,Internet Marketing,Membuat Video Motion Grafish,8500000,25,45.0,"Adobe After Effects, Video Animation",https://projects.co.id/public/browse_projects/view/9e331d/membuat-video-motion-grafish,"Rp 7,000,000 - 10,000,000",,25 hari,Saya ingin membuat video untuk menjelakan sutau materi contoh seperti  https://www.youtube.com/watch?v=4hWnbHXVYko https://www.youtube.com/watch?v=ZuHRHv-_KXw  durasi video +- 3 menit pervideo butuh 10 video coba sertakan portofolio kalian.  domisili di utamakan jakarta/ depok/ bogor/bekasi Adobe After EffectsVideo Animation,
projects.co.id,Pemasaran & Periklanan,Internet Marketing,Pembuatan Motion Graphic Flyer Digital untuk Event Club Malam (Style Onyx Makassar),400000,3,17.0,"Graphic Design, Audio Editing, Audio Production, Video Editing, Video Production, Adobe After Effects, Adobe Premiere, Video Animation",https://projects.co.id/public/browse_projects/view/b2311d/pembuatan-motion-graphic-flyer-digital-untuk-event-club-malam-style-onyx-makassar,"Rp 300,000 - 500,000",,3 hari,"Halo, saya mencari Motion Graphic Designer berbahan kreatif untuk membuat flyer video/motion untuk keperluan promosi DJ di club malam.   Ruang Lingkup Pekerjaan:    Membuat 1 file Motion Flyer (durasi 15-30 detik) untuk Instagram Feed/Story.  Desain harus memiliki vibe ""Nightlife"" yang mewah, energetik, dan modern.   Referensi Visual:  Saya ingin  style  dan kualitasnya setara dengan motion graphi",
projects.co.id,Pemasaran & Periklanan,SEO,TAWARKAN Kesaya akun Google developer Console (GODEV) Tahun 2023 kebawah..!!,9000000,7,6.0,"Accounting, 3D Animation, 3D Architecture, 3D Modelling, 3ds Max, ActionScript, 3D Rendering, 3D Render Artlantis, 3D Printing, AAA Logo",https://projects.co.id/public/browse_projects/view/83331d/tawarkan-kesaya-akun-google-developer-console-godev-tahun-2023-kebawah,"Rp 3,000,000 - 15,000,000",,7 hari,Dicari Akun Google Play Console Developer GODEV Bekas yang sudah tidak terurus berisi app aktif maupun tidak aktif.         Kebutuhan 1xx Account Google Developer  Max tahun November 2023 ( makin tua makin baik )    Berisi app minimal 1 yang live   Jika ada suspend app masih bisa ditawarkan(harga tidak bisa tinggi)   Dibeli beserta akun email utamanya  Akun wajib sudah terverifikasi Identitas/Id c,
projects.co.id,Pemasaran & Periklanan,SEO,[TURUN HARGA] DICARI akun Google developer Console (GODEV) Tahun 2023 kebawah.,7000000,7,1.0,"Accounting, 3D Animation, 3D Architecture, 3D Modelling, 3ds Max, ActionScript, 3D Rendering, 3D Render Artlantis, 3D Printing, AAA Logo",https://projects.co.id/public/browse_projects/view/e3381d/turun-harga-dicari-akun-google-developer-console-godev-tahun-2023-kebawah,"Rp 2,000,000 - 12,000,000",,7 hari,Dicari Akun Google Play Console Developer GODEV Bekas yang sudah tidak terurus berisi app aktif maupun tidak aktif.      Kebutuhan 1xx Account Google Developer  Max tahun November 2023 ( makin tua makin baik )    Berisi app minimal 1 yang live   Jika ada suspend app masih bisa ditawarkan(harga tidak bisa tinggi)  Tidak ada history Transfer APP(Jika ada boleh di tawarkan tetapi harga tidak bisa tin,
